,latitude,longitude,num_clinics_hospitals,num_touristic_attractions,num_museums,num_theatres,num_schools,num_universities,num_kindergartens,num_churches,num_shops,num_malls,num_restaurants,num_cinemas,num_fitness_centres,has_airport,has_train_station,has_subway,num_atms,num_banks,num_residential_buildings,num_offices,has_bus_station,lat_long,id,atm_group,address,address_rus,address_rus_full,federal_district,region,subregional_district,subregional_subdistrict,town,subtown_district,subtown_subdistrict,street,house,route,metro,airport,target,is_capital
14,55.180598,36.655611,1,0,0,0,0,0,1,0,23,0,1,0,0,0,1,0,2,4,19,0,1,55.180598 36.655611,2011.0,496.5,borovskaya 5              balabanovo,"боровская улица, 5, балабаново, боровский район, калужская область, россия, 249000","россия, калужская область, боровский район, балабаново, боровская улица, 5",центральный федеральный округ,калужская область,боровский район,городское поселение балабаново,балабаново,,,боровская улица,5,,,,-0.0008294956654186,0
15,55.027991,36.750518,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1,2,48,0,1,55.027991 36.750518,2012.0,496.5,sovetskaya 21             zhukov,"советская улица, 21, жуков, калужская область, россия, 249191","россия, калужская область, жуков, советская улица, 21",центральный федеральный округ,калужская область,жуковский район,городское поселение жуков,жуков,,,советская улица,21,,,,-0.0476678404207127,0
16,51.048934,107.822322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.048934 107.822322,2017.0,496.5,dorzhieva 24a             mukhorshibir,"улица доржиева, 24а, село мухоршибирь, республика бурятия, россия","россия, республика бурятия, муниципальное образование мухоршибирское, село мухоршибирь, улица доржиева, 24а",дальневосточный федеральный округ,республика бурятия,мухоршибирский район,муниципальное образование мухоршибирское,село мухоршибирь,,,улица доржиева,24а,,,,0.017372643984509,0
17,55.086363,82.64683,0,0,0,0,1,0,1,0,12,0,0,0,0,0,0,0,0,1,45,0,1,55.086363 82.64683,2022.0,496.5,sadovaya 27b              krivodanovka,"садовая улица, 27, село криводановка, новосибирский район, новосибирская область, россия","россия, новосибирский район, село криводановка, садовая улица, 27",сибирский федеральный округ,новосибирская область,новосибирский район,криводановский сельсовет,село криводановка,,,садовая улица,27,,,,-0.0276573657875183,0
18,56.029642,47.294593,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,7,0,1,56.029642 47.294593,2023.0,496.5,sovetskaya 19             kugesi,"советская улица, 19, поселок городского типа кугеси, чебоксарский район, чувашская республика, россия, 429500","россия, чувашская республика — чувашия, чебоксарский муниципальный округ, посёлок городского типа кугеси, советская улица, 19",приволжский федеральный округ,чувашская республика — чувашия,чебоксарский муниципальный округ,,посёлок городского типа кугеси,,,советская улица,19,,,,-0.0778711918613832,0
19,54.151887,74.79789,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,54.151887 74.79789,2027.0,496.5,melnikova 106             cherlak,"улица мельникова, 106, посёлок городского типа черлак, черлакский район, омская область, россия, 646250","россия, омская область, рабочий посёлок черлак, улица мельникова, 106",сибирский федеральный округ,омская область,черлакский район,черлакское городское поселение,рабочий посёлок черлак,,,улица мельникова,106,,,,-0.0506266855287384,0
20,53.070803,158.58752,0,0,0,0,1,0,0,0,42,1,2,0,0,0,0,0,3,1,3,0,1,53.070803 158.58752,2033.0,496.5,pobedy 67/2               petropavlovs,"проспект победы, 67/2, петропавловск-камчатский, камчатский край, россия, 683902","россия, камчатский край, петропавловск-камчатский, проспект победы, 67/2",дальневосточный федеральный округ,камчатский край,городской округ петропавловск-камчатский,,петропавловск-камчатский,,,проспект победы,67/2,,,,0.0190607428520956,0
21,53.070803,158.58752,0,0,0,0,1,0,0,0,42,1,2,0,0,0,0,0,3,1,3,0,1,53.070803 158.58752,3166.0,8083.0,"pobedy pr, 67/2        petropavlovsk-k","проспект победы, 67/2, петропавловск-камчатский, камчатский край, россия, 683902","россия, камчатский край, петропавловск-камчатский, проспект победы, 67/2",дальневосточный федеральный округ,камчатский край,городской округ петропавловск-камчатский,,петропавловск-камчатский,,,проспект победы,67/2,,,,0.1921558002261203,0
22,56.63759,47.803974,0,0,0,0,0,0,4,0,35,1,0,0,0,0,0,0,1,3,40,1,1,56.63759 47.803974,2034.0,496.5,polevaya 4                medvedevo,"полевая улица, 4, посёлок городского типа медведево, медведевский район, республика марий эл, россия, 425200","россия, республика марий эл, городское поселение медведево, посёлок городского типа медведево, полевая улица, 4",приволжский федеральный округ,республика марий эл,медведевский район,городское поселение медведево,посёлок городского типа медведево,,,полевая улица,4,,,,-0.0274751961229577,0
23,58.605564,49.591163,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,58,0,1,58.605564 49.591163,2035.0,496.5,upita 5a                  kirov,"улица андрея упита, 5а, киров, россия, 610050","россия, киров, улица андрея упита, 5а",приволжский федеральный округ,кировская область,муниципальное образование киров,,киров,,,улица андрея упита,5а,,,,-0.1013755908540726,0
24,51.784175,55.153504,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,2,133,0,1,51.784175 55.153504,2850.0,496.5,vostochnaya 42/7          orenburg,"восточная улица, 42/7, оренбург, россия, 460021","россия, оренбург, восточная улица, 42/7",приволжский федеральный округ,оренбургская область,городской округ оренбург,,оренбург,,,восточная улица,42/7,,,,-0.086529509128304,0
25,52.023722,113.513428,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,42,0,1,52.023722 113.513428,2873.0,496.5,amurskaya 13              chita,"амурская улица, 13, чита, забайкальский край, россия, 672039","россия, забайкальский край, чита, амурская улица, 13",дальневосточный федеральный округ,забайкальский край,городской округ чита,,чита,,,амурская улица,13,,,,-0.0732875290072723,0
26,58.594438,49.666657,2,0,0,0,0,0,0,0,76,0,2,0,6,0,0,0,4,8,80,0,1,58.594438 49.666657,2876.0,496.5,vorovskogo 43             kirov,"улица воровского, 43, киров, россия","россия, киров, улица воровского, 43",приволжский федеральный округ,кировская область,муниципальное образование киров,,киров,,,улица воровского,43,,,,-0.1105973682659273,0
27,51.235052,36.694293,0,0,0,0,0,0,0,1,16,0,0,0,0,0,1,0,0,1,161,0,1,51.235052 36.694293,2877.0,496.5,lenina 3                  pristen,"улица ленина, 3, посёлок городского типа пристень, пристенский район, курская область, россия, 306200","россия, курская область, муниципальное образование пристень, рабочий посёлок пристень, улица ленина, 3",центральный федеральный округ,курская область,пристенский район,муниципальное образование пристень,рабочий посёлок пристень,,,улица ленина,3,,,,-0.0787939986779948,0
28,55.442245,65.35418,1,0,0,0,0,0,0,0,43,0,5,0,0,0,0,0,2,2,132,38,1,55.442245 65.35418,2897.0,496.5,karla marksa 76/1         kurgan,"улица карла маркса, 76/1, курган, россия","россия, курган, улица карла маркса, 76",уральский федеральный округ,курганская область,городской округ курган,,курган,,,улица карла маркса,76,,,,-0.0261465882319446,0
29,55.047817,74.588663,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,1,55.047817 74.588663,2900.0,496.5,kalachinskaya 25          kalachinsk,"калачинская улица, 25, калачинск, омская область, россия, 646900","россия, омская область, калачинск, калачинская улица, 25",сибирский федеральный округ,омская область,калачинский район,калачинское городское поселение,калачинск,,,калачинская улица,25,,,,0.0182088275363533,0
30,53.1871,158.383863,4,0,1,0,1,0,0,0,76,1,1,0,1,0,0,0,2,2,50,0,1,53.1871 158.383863,2914.0,496.5,zavoyko 7                 elizovo,"улица завойко, 7, елизово, камчатский край, россия, 684000","россия, камчатский край, елизово, улица завойко, 7",дальневосточный федеральный округ,камчатский край,елизовский район,елизовское городское поселение,елизово,,,улица завойко,7,,,,0.0613509276698259,0
31,56.989885,40.932023,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,200,0,0,56.989885 40.932023,2923.0,496.5,19-liniya 10              ivanovo,"19-я линия, 10, иваново, россия, 153031","россия, иваново, 19-я линия, 10",центральный федеральный округ,ивановская область,городской округ иваново,,иваново,,,19-я линия,10,,,,-0.0447300215074948,0
32,51.704063,36.142449,1,0,0,0,0,0,0,0,51,0,3,0,0,0,0,0,6,1,75,0,1,51.704063 36.142449,2951.0,496.5,deyneki 19                kursk,"улица дейнеки, 19, микрорайон кзтз, курск, россия, 305047","россия, курск, микрорайон курского завода тракторных запчастей, улица дейнеки, 19",центральный федеральный округ,курская область,городской округ курск,,курск,микрорайон курского завода тракторных запчастей,,улица дейнеки,19,,,,-0.0632106189153011,0
33,56.011686,71.508439,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,56.011686 71.508439,2973.0,496.5,krasniy put' 9            krutinka,"улица красный путь, 9, посёлок городского типа крутинка, крутинский район, омская область, россия, 646130","россия, омская область, рабочий посёлок крутинка, улица красный путь, 9",сибирский федеральный округ,омская область,крутинский район,крутинское городское поселение,рабочий посёлок крутинка,,,улица красный путь,9,,,,-0.0560772655674922,0
34,52.928305,33.458786,0,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,4,2,0,0,0,52.928305 33.458786,4446.0,496.5,pervomayskaya 11          pochep,"первомайская улица, 11, почеп, брянская область, россия, 243400","россия, брянская область, почеп, первомайская улица, 11",центральный федеральный округ,брянская область,почепский район,почепское городское поселение,почеп,,,первомайская улица,11,,,,-0.072754581511643,0
35,51.65787,35.942753,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,1,1,0,0,1,51.65787 35.942753,4447.0,496.5,oktyabrskaya 138          pryamitsyno,"октябрьская улица, 138, посёлок городского типа прямицыно, октябрьский район, курская область, россия, 307200","россия, курская область, октябрьский район, муниципальное образование прямицыно, рабочий посёлок прямицыно, октябрьская улица, 138",центральный федеральный округ,курская область,октябрьский район,муниципальное образование прямицыно,рабочий посёлок прямицыно,,,октябрьская улица,138,,,,-0.1166702729015236,0
36,55.037515,82.978811,1,0,0,0,0,0,0,0,59,0,0,0,0,0,1,1,5,4,26,0,1,55.037515 82.978811,4458.0,496.5,borisa bogatkova 248      novosibirsk,"улица бориса богаткова, 248, новосибирск, россия, 630089","россия, новосибирск, улица бориса богаткова, 248",сибирский федеральный округ,новосибирская область,городской округ новосибирск,,новосибирск,,,улица бориса богаткова,248,,,,-0.1450012314747548,0
37,56.114525,47.247854,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,5,0,1,56.114525 47.247854,4466.0,496.5,gladkova 10               cheboksary,"улица фёдора гладкова, 10, чебоксары, чувашская республика, россия, 428020","россия, чувашская республика — чувашия, чебоксары, улица фёдора гладкова, 10",приволжский федеральный округ,чувашская республика — чувашия,городской округ чебоксары,,чебоксары,,,улица фёдора гладкова,10,,,,-0.072514123951843,0
38,53.928249,37.933231,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,1,97,0,1,53.928249 37.933231,4470.0,496.5,lenina 11                 kireyevsk,"улица ленина, 11, киреевск, тульская область, россия, 301260","россия, тульская область, киреевск, улица ленина, 11",центральный федеральный округ,тульская область,киреевский район,муниципальное образование киреевск,киреевск,,,улица ленина,11,,,,0.0038810733224638,0
39,50.28123,113.286909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,50.28123 113.286909,4489.0,496.5,lenina 56                 aksha,"улица ленина, 52/7, село акша, акшинский район, забайкальский край, россия","россия, забайкальский край, акшинский муниципальный округ, село акша, улица ленина, 52/7",дальневосточный федеральный округ,забайкальский край,акшинский муниципальный округ,,село акша,,,улица ленина,52/7,,,,-0.0592366742744187,0
40,54.256466,48.324044,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,4,0,63,0,1,54.256466 48.324044,4491.0,496.5,vareykisa 2/1             ulyanovsk,"улица варейкиса, 2с1, ульяновск, россия","россия, ульяновск, улица варейкиса, 2с1",приволжский федеральный округ,ульяновская область,городской округ ульяновск,,ульяновск,,,улица варейкиса,2с1,,,,-0.0980594476313604,0
41,45.462274,133.403108,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,107,0,1,45.462274 133.403108,4511.0,496.5,grigorenko 8              lesozavodsk,"улица григоренко, 8, лесозаводск, приморский край, россия","россия, приморский край, лесозаводск, улица григоренко, 8",дальневосточный федеральный округ,приморский край,лесозаводский городской округ,,лесозаводск,,,улица григоренко,8,,,,-0.0297719821936396,0
42,45.462274,133.403108,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,107,0,1,45.462274 133.403108,8104.0,5478.0,"d. 8, ul. grigorenko      lesozavodsk","улица григоренко, 8, лесозаводск, приморский край, россия","россия, приморский край, лесозаводск, улица григоренко, 8",дальневосточный федеральный округ,приморский край,лесозаводский городской округ,,лесозаводск,,,улица григоренко,8,,,,0.0808234395768499,0
43,54.931034,73.29667,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,151,0,1,54.931034 73.29667,4512.0,496.5,semirechenskaya 93        omsk,"семиреченская улица, 93, омск, россия, 644016","россия, омск, семиреченская улица, 93",сибирский федеральный округ,омская область,городской округ омск,,омск,,,семиреченская улица,93,,,,-0.1265452639321686,0
44,54.291753,48.315699,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,143,0,1,54.291753 48.315699,4523.0,496.5,avtozavodskaya 56         ulyanovsk,"автозаводская улица, 56, ульяновск, россия, 432008","россия, ульяновск, автозаводская улица, 56",приволжский федеральный округ,ульяновская область,городской округ ульяновск,,ульяновск,,,автозаводская улица,56,,,,-0.1291552724331702,0
45,51.693681,39.181539,3,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,3,1,283,0,1,51.693681 39.181539,4526.0,496.5,"moskovskiy pr-t, 19b      voronezh","московский проспект, 19, воронеж, россия, 394026","россия, воронеж, московский проспект, 19",центральный федеральный округ,воронежская область,городской округ воронеж,,воронеж,,,московский проспект,19,,,,-0.0596248180663582,0
46,46.695209,38.283637,2,0,0,0,0,0,0,0,51,0,0,0,1,0,0,0,8,1,958,1,1,46.695209 38.283637,4542.0,496.5,b.khmelnitskogo 81        eysk,"улица богдана хмельницкого, 81, ейск, краснодарский край, россия","россия, краснодарский край, ейск, улица богдана хмельницкого, 81",южный федеральный округ,краснодарский край,ейский район,ейское городское поселение,ейск,,,улица богдана хмельницкого,81,,,,-0.0380044030102233,0
47,56.85372,35.865292,0,0,0,0,1,1,0,1,107,0,3,0,2,0,0,0,3,3,16,0,1,56.85372 35.865292,4574.0,496.5,kalinina ave. 15/1        tver,"проспект калинина, 15с1, тверь, россия, 170001","россия, тверь, проспект калинина, 15с1",центральный федеральный округ,тверская область,городской округ тверь,,тверь,,,проспект калинина,15с1,,,,-0.0257150526075146,0
48,62.71844,129.66555,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,0,1,62.71844 129.66555,4584.0,496.5,oktiabrskaya 1            namtsy,"октябрьская улица, 1, село намцы, намский улус, республика саха (якутия), россия, 678380","россия, республика саха (якутия), намский улус, ленский наслег, село намцы, октябрьская улица, 1",дальневосточный федеральный округ,республика саха (якутия),намский улус,ленский наслег,село намцы,,,октябрьская улица,1,,,,-0.1450012314747548,0
49,57.015939,41.005425,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,32,0,1,57.015939 41.005425,4586.0,496.5,svobody 51                ivanovo,"улица свободы, 51, иваново, россия, 153045","россия, иваново, улица свободы, 51",центральный федеральный округ,ивановская область,городской округ иваново,,иваново,,,улица свободы,51,,,,-0.056721627370048,0
50,57.015939,41.005425,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,32,0,1,57.015939 41.005425,5009.0,5478.0,"d. 51, ul. svobody        ivanovo g","улица свободы, 51, иваново, россия, 153045","россия, иваново, улица свободы, 51",центральный федеральный округ,ивановская область,городской округ иваново,,иваново,,,улица свободы,51,,,,-0.024617163785729,0
51,54.933853,73.332046,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,2,283,0,1,54.933853 73.332046,4588.0,496.5,profinterna 9/25          omsk,"улица профинтерна, 9, омск, россия, 644082","россия, омск, улица профинтерна, 9",сибирский федеральный округ,омская область,городской округ омск,,омск,,,улица профинтерна,9,,,,-0.0063364060107538,0
52,57.58633,34.560713,1,10,1,0,1,0,0,0,133,0,1,0,0,0,0,0,0,2,108,1,1,57.58633 34.560713,4594.0,496.5,kazansky pr. 75/48        v.volochek,"казанский проспект, 75/48, вышний волочёк, тверская область, россия, 171163","россия, тверская область, вышний волочёк, казанский проспект, 75/48",центральный федеральный округ,тверская область,вышневолоцкий муниципальный округ,,вышний волочёк,,,казанский проспект,75/48,,,,-0.0848792338682799,0
53,51.820888,107.632517,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,51.820888 107.632517,4606.0,496.5,kluchevskaya 6b           ulan-ude,"ключевская улица, 6, улан-удэ, республика бурятия, россия, 670013","россия, республика бурятия, улан-удэ, ключевская улица, 6",дальневосточный федеральный округ,республика бурятия,городской округ улан-удэ,,улан-удэ,,,ключевская улица,6,,,,0.0407118469518227,0
54,54.358775,48.852236,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,18,0,1,54.358775 48.852236,4624.0,496.5,sovetskaya 29             cherdakly,"советская улица, 29, посёлок городского типа чердаклы, чердаклинский район, ульяновская область, россия","россия, ульяновская область, рабочий посёлок чердаклы, советская улица, 29",приволжский федеральный округ,ульяновская область,чердаклинский район,чердаклинское городское поселение,рабочий посёлок чердаклы,,,советская улица,29,,,,-0.0380959963131623,0
55,54.481354,37.694199,1,0,1,0,2,0,0,0,23,2,0,0,0,0,0,0,4,2,50,0,1,54.481354 37.694199,4649.0,496.5,lenina 7                  yasnogorsk,"улица ленина, 7, ясногорск, тульская область, россия, 301030","россия, тульская область, ясногорск, улица ленина, 7",центральный федеральный округ,тульская область,ясногорский район,муниципальное образование ясногорск,ясногорск,,,улица ленина,7,,,,-0.094318271574659,0
56,53.183976,158.387789,4,1,0,0,0,0,0,0,52,1,0,0,1,0,0,0,1,1,38,0,1,53.183976 158.387789,4655.0,496.5,"pochtoviy per, 3          elizovo","почтовый переулок, 3, елизово, камчатский край, россия, 684005","россия, камчатский край, елизово, почтовый переулок, 3",дальневосточный федеральный округ,камчатский край,елизовский район,елизовское городское поселение,елизово,,,почтовый переулок,3,,,,-0.0228163231158557,0
57,54.208238,37.669046,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,1,148,2,1,54.208238 37.669046,4680.0,496.5,shuhova 26                tula,"улица шухова, 26, тула, россия, 300004","россия, тула, улица шухова, 26",центральный федеральный округ,тульская область,муниципальное образование тула,,тула,,,улица шухова,26,,,,-0.0908961794016929,0
58,54.208238,37.669046,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,1,148,2,1,54.208238 37.669046,8156.0,5478.0,"d. 26, ul. shuhova        tula g","улица шухова, 26, тула, россия, 300004","россия, тула, улица шухова, 26",центральный федеральный округ,тульская область,муниципальное образование тула,,тула,,,улица шухова,26,,,,-0.0315767041900091,0
59,54.865166,43.793364,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,266,0,0,54.865166 43.793364,4685.0,496.5,proletarskaya 11          p.pervomaysk,"пролетарская улица, 11, первомайск, нижегородская область, россия, 607760","россия, нижегородская область, первомайск, пролетарская улица, 11",приволжский федеральный округ,нижегородская область,городской округ первомайск,,первомайск,,,пролетарская улица,11,,,,0.0130686225922281,0
60,53.016529,158.649756,2,0,0,0,0,0,0,0,9,0,2,0,1,0,0,0,2,2,5,0,1,53.016529 158.649756,4703.0,496.5,sovetskaya 21a            petropavlovk,"советская улица, 21, петропавловск-камчатский, камчатский край, россия","россия, камчатский край, петропавловск-камчатский, советская улица, 21",дальневосточный федеральный округ,камчатский край,городской округ петропавловск-камчатский,,петропавловск-камчатский,,,советская улица,21,,,,-0.1167487461572423,0
61,51.762709,55.111885,1,1,1,0,1,6,0,1,28,0,1,0,0,0,0,0,6,6,45,0,1,51.762709 55.111885,4712.0,496.5,leninskaya 59b            orenburg,"ленинская улица, 59, оренбург, россия, 460014","россия, оренбург, ленинская улица, 59",приволжский федеральный округ,оренбургская область,городской округ оренбург,,оренбург,,,ленинская улица,59,,,,-0.1102991528731819,0
62,53.220223,44.943414,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,3,0,29,1,1,53.220223 44.943414,8483.0,496.5,"stroiteley ave, 1v        penza","проспект строителей, 1, пенза, россия, 440066","россия, пенза, проспект строителей, 1",приволжский федеральный округ,пензенская область,городской округ пенза,,пенза,,,проспект строителей,1,,,,-0.0318484934229184,0
63,53.197086,45.019035,0,1,0,2,0,0,0,0,215,6,3,0,0,0,0,0,11,11,26,3,1,53.197086 45.019035,8486.0,496.5,moskovskaya 83            penza,"московская улица, 83, пенза, россия, 440000","россия, пенза, московская улица, 83",приволжский федеральный округ,пензенская область,городской округ пенза,,пенза,,,московская улица,83,,,,0.0259088806733042,0
64,53.188433,44.970049,1,0,0,0,1,0,2,0,30,0,0,0,0,0,0,0,4,0,98,1,1,53.188433 44.970049,8487.0,496.5,mira 41                   penza,"улица мира, 41, пенза, россия","россия, пенза, улица мира, 41",приволжский федеральный округ,пензенская область,городской округ пенза,,пенза,,,улица мира,41,,,,-0.0182262964617026,0
65,53.188433,44.970049,1,0,0,0,1,0,2,0,30,0,0,0,0,0,0,0,4,0,98,1,1,53.188433 44.970049,8421.0,5478.0,"d. 41, ul. mira           penza g","улица мира, 41, пенза, россия","россия, пенза, улица мира, 41",приволжский федеральный округ,пензенская область,городской округ пенза,,пенза,,,улица мира,41,,,,0.0386905533194986,0
66,54.603425,39.762453,0,0,0,0,0,0,0,0,27,2,0,0,1,0,0,0,1,1,91,0,1,54.603425 39.762453,8497.0,496.5,"trudovaya 1, k.1          ryazan","трудовая улица, 1к1, рязань, россия, 390011","россия, рязань, трудовая улица, 1к1",центральный федеральный округ,рязанская область,городской округ рязань,,рязань,,,трудовая улица,1к1,,,,-0.116827337837667,0
